Unnamed: 0,Player Name,Base Price,Type,Cost in Rs. (CR),Cost in $ (K),2022 Squad,2023 Squad
0,Allah Mohammad,2000000,BOWLER,,,,Unsold
0,Lalit Mohan,2000000,BOWLER,,,,Unsold
0,Bhuwan Rohilla,2000000,BOWLER,,,,Unsold
0,Aman Sharma,2000000,BOWLER,,,,Unsold
0,Manav Suthar,2000000,BOWLER,,,,Unsold
0,Tom Curan,7500000,ALL-ROUNDER,,,,Unsold
0,Moises Henriques,10000000,ALL-ROUNDER,,,,Unsold
0,Afif Hossain,5000000,ALL-ROUNDER,,,,Unsold
0,Scott Kuggeleijn,5000000,ALL-ROUNDER,,,,Unsold
0,Sisanda Magala,5000000,ALL-ROUNDER,,,,Unsold
0,Craig Overton,20000000,ALL-ROUNDER,,,,Unsold
0,Darcy Short,7500000,ALL-ROUNDER,,,,Unsold
0,Dhananjaya Silva,5000000,ALL-ROUNDER,,,,Unsold
0,Dunith Wellalage,5000000,ALL-ROUNDER,,,,Unsold
0,Varun Aaron,5000000,BOWLER,,,Gujrat Titans,Unsold
0,Sheldon Cottrel,5000000,BOWLER,,,,Unsold
0,Nathan Coulter-Nile,1500000,BOWLER,,,Rajasthan Royals,Unsold
0,Daryn Dupavillon,5000000,BOWLER,,,,Unsold
0,Matt Henry,10000000,BOWLER,,,,Unsold
0,Dhawal Kulkarni,5000000,BOWLER,,,,Unsold
0,Tymal Mumbai Indianslls,20000000,BOWLER,,,Mumbai Indians,Unsold
0,David Payne,7500000,BOWLER,,,,Unsold
0,Barinder Sran,5000000,BOWLER,,,,Unsold
0,Glenton Stuurman,5000000,BOWLER,,,,Unsold
0,Anirudh Balachander,2000000,BATSMAN,,,,Unsold
0,Gourav Choudhary,2000000,BATSMAN,,,,Unsold
0,Saurav Chuahan,2000000,BATSMAN,,,,Unsold
0,Kumar Deobrat,2000000,BATSMAN,,,,Unsold
0,Chirag Gandhi,2000000,BATSMAN,,,,Unsold
0,Arman Jaffer,2000000,BATSMAN,,,,Unsold
0,Madhav Kaushik,2000000,BATSMAN,,,,Unsold
0,Priyank Panchal,2000000,BATSMAN,,,,Unsold
0,Ayush Pandey,2000000,BATSMAN,,,,Unsold
0,Rohan Patil,2000000,BATSMAN,,,,Unsold
0,Sanjay Ramaswamy,2000000,BATSMAN,,,,Unsold
0,Siddharth Yadav,2000000,BATSMAN,,,,Unsold
0,Rehan Ahmed,4000000,ALL-ROUNDER,,,,Unsold
0,Prayas Barman,2000000,ALL-ROUNDER,,,,Unsold
0,Rahul Buddhi,2000000,ALL-ROUNDER,,,Mumbai Indians,Unsold
0,Vaisakh Chandran,2000000,ALL-ROUNDER,,,,Unsold
0,Writtick Chatterjee,2000000,ALL-ROUNDER,,,Punjab Kings,Unsold
0,Prashant Chopra,2000000,ALL-ROUNDER,,,,Unsold
0,Harsh Dubey,2000000,ALL-ROUNDER,,,,Unsold
0,Tanush Kotian,2000000,ALL-ROUNDER,,,,Unsold
0,Ninad Rathva,2000000,ALL-ROUNDER,,,,Unsold
0,B. Surya,2000000,ALL-ROUNDER,,,,Unsold
0,Jordan Thompson,4000000,ALL-ROUNDER,,,,Unsold
0,Shivank Vashisth,2000000,ALL-ROUNDER,,,,Unsold
0,Ankush Bains,2000000,WICKETKEEPER,,,,Unsold
0,Christopher Benjamin,2000000,WICKETKEEPER,,,,Unsold
0,Connor Esterhuizen,2000000,WICKETKEEPER,,,,Unsold
0,Mohd Arslan Khan,2000000,WICKETKEEPER,,,,Unsold
0,Mamidi Krishna,2000000,WICKETKEEPER,,,,Unsold
0,Fazil Makaya,2000000,WICKETKEEPER,,,,Unsold
0,Akshdeep Nath,2000000,WICKETKEEPER,,,,Unsold
0,Deepak Punia,2000000,WICKETKEEPER,,,,Unsold
0,Ateev Saini,2000000,WICKETKEEPER,,,,Unsold
0,Bipin Saurabh,2000000,WICKETKEEPER,,,,Unsold
0,B.R. Sharath,2000000,WICKETKEEPER,,,,Unsold
0,Yashovardhan Singh,2000000,WICKETKEEPER,,,,Unsold
0,Lakshay Thareja,2000000,WICKETKEEPER,,,,Unsold
0,Mohit Avasthi,2000000,BOWLER,,,,Unsold
0,Ottneil Baartman,2000000,BOWLER,,,,Unsold
0,Gurnoor Singh Brar,2000000,BOWLER,,,,Unsold
0,Shahrukh Dar,2000000,BOWLER,,,,Unsold
0,Thomas Helm,4000000,BOWLER,,,,Unsold
0,Pankaj Jaswal,2000000,BOWLER,,,,Unsold
0,Venkatesh Muralidhara,2000000,BOWLER,,,,Unsold
0,Geet Puri,2000000,BOWLER,,,,Unsold
0,E. Sanketh,2000000,BOWLER,,,,Unsold
0,Ajay Sarkar,2000000,BOWLER,,,,Unsold
0,Ashok Sharma,2000000,BOWLER,,,,Unsold
0,Kanwar Singh,2000000,BOWLER,,,,Unsold
0,Fabian Allen,5000000,ALL-ROUNDER,,,Mumbai Indians,Unsold
0,Carlos Brathwaite,7500000,ALL-ROUNDER,,,,Unsold
0,Roston Chase,10000000,ALL-ROUNDER,,,,Unsold
0,Rahkeem Cornwall,10000000,ALL-ROUNDER,,,,Unsold
0,Karim Janat,5000000,ALL-ROUNDER,,,,Unsold
0,Keshav Maharaj,5000000,ALL-ROUNDER,,,,Unsold
0,Pawan Negi,5000000,ALL-ROUNDER,,,,Unsold
0,Keemo Paul,5000000,ALL-ROUNDER,,,,Unsold
0,Shivam Chaudhary,2000000,ALL-ROUNDER,,,,Unsold
0,Ashwin Das,2000000,ALL-ROUNDER,,,,Unsold
0,James Fuller,4000000,ALL-ROUNDER,,,,Unsold
0,Chirag Jani,2000000,ALL-ROUNDER,,,,Unsold
0,Akshay Karnewar,2000000,ALL-ROUNDER,,,,Unsold
0,Bhagmender Lather,2000000,ALL-ROUNDER,,,,Unsold
0,Lone Muzaffar,2000000,ALL-ROUNDER,,,,Unsold
0,Pulkit Narang,2000000,ALL-ROUNDER,,,,Unsold
0,Rohit Rayudu,2000000,ALL-ROUNDER,,,,Unsold
0,Sameer Rizvi,2000000,ALL-ROUNDER,,,,Unsold
0,Tunish Sawkar,2000000,ALL-ROUNDER,,,,Unsold
0,Auqib Dar,2000000,BOWLER,,,,Unsold
0,Mukhtar Hussain,2000000,BOWLER,,,,Unsold
0,Ashwani Kumar,2000000,BOWLER,,,,Unsold
0,Hemant Kumar,2000000,BOWLER,,,,Unsold
0,Nathan McAndrew,2000000,BOWLER,,,,Unsold
0,Rajesh Mohanty,2000000,BOWLER,,,,Unsold
0,Ravi Sharma,2000000,BOWLER,,,,Unsold
0,Vikash Singh,2000000,BOWLER,,,,Unsold
0,Ruben Trumpelmann,2000000,BOWLER,,,,Unsold
0,Koushik Vasuki,2000000,BOWLER,,,,Unsold
0,Vasu Vats,2000000,BOWLER,,,,Unsold
0,Shubham Agrawal,2000000,ALL-ROUNDER,,,,Unsold
0,Baba Aparajith,2000000,ALL-ROUNDER,,,,Unsold
0,Anshul Kamboj,2000000,ALL-ROUNDER,,,,Unsold
0,Azim Kazi,2000000,ALL-ROUNDER,,,,Unsold
0,Dev Lakra,2000000,ALL-ROUNDER,,,,Unsold
0,Jitender Pal,2000000,ALL-ROUNDER,,,,Unsold
0,Ritwik Roy Chowdhury,2000000,ALL-ROUNDER,,,,Unsold
0,Utkarsh Singh,2000000,ALL-ROUNDER,,,,Unsold
0,Shubham Singh,2000000,ALL-ROUNDER,,,,Unsold
0,Avneesh Sudha,2000000,ALL-ROUNDER,,,,Unsold
0,Asad Jamil Ahmed,2000000,BOWLER,,,,Unsold
0,Bandaru Ayyappa,2000000,BOWLER,,,,Unsold
0,Aashish Bhatt,2000000,BOWLER,,,,Unsold
0,McKenny Clarke,2000000,BOWLER,,,,Unsold
0,Shubham Kapse,2000000,BOWLER,,,,Unsold
0,Gourav Koul,2000000,BOWLER,,,,Unsold
0,Raunak Kumar,2000000,BOWLER,,,,Unsold
0,Trilok Nag,2000000,BOWLER,,,,Unsold
0,Atal Bihari Rai,2000000,BOWLER,,,,Unsold
0,Ramon Simmonds,2000000,BOWLER,,,,Unsold
0,Rajeev Singh,2000000,BOWLER,,,,Unsold
0,Mohd. Wasim,2000000,BOWLER,,,,Unsold
0,Atharva Ankolekar,2000000,ALL-ROUNDER,,,,Unsold
0,Khizar Dafedar,2000000,ALL-ROUNDER,,,,Unsold
0,Naman Dhir,2000000,ALL-ROUNDER,,,,Unsold
0,Sahil Dhiwan,2000000,ALL-ROUNDER,,,,Unsold
0,Sampark Gupta,2000000,ALL-ROUNDER,,,,Unsold
0,Jordan Hermann,2000000,ALL-ROUNDER,,,,Unsold
0,Hayden Kerr,2000000,ALL-ROUNDER,,,,Unsold
0,Salman Khan,2000000,ALL-ROUNDER,,,,Unsold
0,Sairaj Patil,2000000,ALL-ROUNDER,,,,Unsold
0,Divyaansh Saxena,2000000,ALL-ROUNDER,,,,Unsold
0,Purnank Tyagi,2000000,ALL-ROUNDER,,,,Unsold
0,Prince Yadav,2000000,ALL-ROUNDER,,,,Unsold
0,Deepraj Gaonkar,2000000,ALL-ROUNDER,,,,Unsold
0,Shubham Garhwal,2000000,ALL-ROUNDER,,,Rajasthan Royals,Unsold
0,Benny Howell,4000000,ALL-ROUNDER,,,Punjab Kings,Unsold
0,Deepesh Nailwal,2000000,ALL-ROUNDER,,,,Unsold
0,Arjun Rapria,2000000,ALL-ROUNDER,,,,Unsold
0,Shashwat Rawat,2000000,ALL-ROUNDER,,,,Unsold
0,Sumit Ruikar,2000000,ALL-ROUNDER,,,,Unsold
0,Shivam Sharma,2000000,ALL-ROUNDER,,,,Unsold
0,Rajandeep Singh,2000000,ALL-ROUNDER,,,,Unsold
0,Anunay Singh,2000000,ALL-ROUNDER,,,,Unsold
0,Digvesh Singh,2000000,ALL-ROUNDER,,,,Unsold
0,Pranshu Vijayran,2000000,ALL-ROUNDER,,,,Unsold
0,Prerit Dutta,2000000,ALL-ROUNDER,,,,Unsold
0,Ramakrishna Ghosh,2000000,ALL-ROUNDER,,,,Unsold
0,Shubhang Hegde,2000000,ALL-ROUNDER,,,,Unsold
0,Shamshuzama Kazi,2000000,ALL-ROUNDER,,,,Unsold
0,Ayaz Khan,2000000,ALL-ROUNDER,,,,Unsold
0,Amit Pachhara,2000000,ALL-ROUNDER,,,,Unsold
0,Akul Pandove,2000000,ALL-ROUNDER,,,,Unsold
0,Garv Sangwan,2000000,ALL-ROUNDER,,,,Unsold
0,Shubham Sharma,2000000,ALL-ROUNDER,,,,Unsold
0,AMumbai Indianst Yadav,2000000,ALL-ROUNDER,,,,Unsold
0,AMumbai Indianst Ali,2000000,ALL-ROUNDER,,,,Unsold
0,Rishabh Chauhan,2000000,ALL-ROUNDER,,,,Unsold
0,Matthew Forde,2000000,ALL-ROUNDER,,,,Unsold
0,Sammar Gajjar,2000000,ALL-ROUNDER,,,,Unsold
0,Rajneesh Gurbani,2000000,ALL-ROUNDER,,,,Unsold
0,Divyansh Joshi,2000000,ALL-ROUNDER,,,,Unsold
0,Dhruv Patel,2000000,ALL-ROUNDER,,,,Unsold
0,Jack Prestwidge,2000000,ALL-ROUNDER,,,,Unsold
0,Aditya Sarvate,2000000,ALL-ROUNDER,,,,Unsold
0,Sagar Solanki,2000000,ALL-ROUNDER,,,,Unsold
0,Prenelan Subrayen,2000000,ALL-ROUNDER,,,,Unsold
